type,brickid,longitude,latitude
fcbk,BKI-8570,79.573748462,26.6764977961
fcbk,BKI-8571,82.9619050776,27.1542845797
fcbk,BKI-8572,79.4863058203,26.5296233426
fcbk,BKI-8573,83.0378333007,26.8453234682
fcbk,BKI-8574,83.0886642391,26.803667935
fcbk,BKI-8575,83.078229635,26.9001413233
zigzag,BKI-8576,83.0230898629,25.4884411698
fcbk,BKI-8577,86.7944673076,23.1043972834
fcbk,BKI-8578,79.4742499199,26.5503004148
fcbk,BKI-8579,79.4409474066,26.607526896
fcbk,BKI-8580,79.3822291674,26.6010535598
fcbk,BKI-8581,79.3396055872,26.5940930092
fcbk,BKI-8582,79.4378812659,26.5794245413
fcbk,BKI-8583,79.5664451981,26.6935578367
fcbk,BKI-8584,79.695073024,26.4925150227
fcbk,BKI-8585,79.4438553837,26.5828246785
fcbk,BKI-8586,79.5213893362,26.4917701397
fcbk,BKI-8587,83.0438395068,26.8087702004
zigzag,BKI-8588,83.0824041842,26.9340954559
fcbk,BKI-8589,83.0952336875,27.0663141696
fcbk,BKI-8590,83.0834930794,27.0829859993
fcbk,BKI-8591,82.9412211425,26.9586670819
fcbk,BKI-8592,83.0335564077,26.8615690131
zigzag,BKI-8593,83.1132900978,25.534623023
fcbk,BKI-8594,83.0663708611,26.9349180781
fcbk,BKI-8595,79.713079488,26.5337480843
fcbk,BKI-8596,83.0955502895,27.0193111214
fcbk,BKI-8597,83.178374657,27.105685484
fcbk,BKI-8598,82.9220040666,27.0491230976
fcbk,BKI-8599,83.0486200616,27.1270884213
zigzag,BKI-8600,87.9656354809,22.1469099718
zigzag,BKI-8602,87.9726967096,22.0943342453
fcbk,BKI-8603,87.9430271282,22.1143265936
zigzag,BKI-8604,88.1575240738,22.1497215441
fcbk,BKI-8605,88.0810799507,23.2538136595
fcbk,BKI-8606,88.264629019,23.1695325116
fcbk,BKI-8607,79.314784082,26.7246346672
fcbk,BKI-8608,79.6034880463,26.6296668343
fcbk,BKI-8609,79.5302426499,26.4492831221
fcbk,BKI-8610,79.4317210908,26.4895859831
fcbk,BKI-8611,79.5427976312,26.4941854258
fcbk,BKI-8612,79.3406064254,26.6844609246
fcbk,BKI-8613,83.533558148,25.9898141955
zigzag,BKI-8614,82.9003643819,27.1268162144
fcbk,BKI-8615,83.2629995723,27.1859979602
fcbk,BKI-8616,83.2732137425,26.9480072625
fcbk,BKI-8617,83.0911725736,27.0654640034
fcbk,BKI-8618,82.9074469434,27.1687533052
fcbk,BKI-8619,83.0294126563,26.8863334396
fcbk,BKI-8620,83.2426323353,27.0244733429
zigzag,BKI-8621,83.2968318479,26.8325101587
zigzag,BKI-8622,82.8842826566,25.2135631809
fcbk,BKI-8625,83.0715718395,27.0140783955
fcbk,BKI-8626,83.2519148492,27.1843242072
fcbk,BKI-8627,79.6423296038,26.4545960845
fcbk,BKI-8628,83.0204140398,26.9685833515
fcbk,BKI-8629,83.2627723013,26.9590465774
fcbk,BKI-8630,79.2876602328,26.6029751019
fcbk,BKI-8631,83.0064604124,27.1009431701
zigzag,BKI-8632,83.0284568236,26.8651127141
fcbk,BKI-8633,82.8975848629,27.1709034106
fcbk,BKI-8634,83.0230495056,27.061862426
fcbk,BKI-8635,83.2073728018,26.8112862931
fcbk,BKI-8636,79.4338494515,26.4904474037
fcbk,BKI-8637,79.3043090686,26.5498308316
fcbk,BKI-8638,79.5567908311,26.417898463
fcbk,BKI-8639,79.5686235407,26.6767729127
fcbk,BKI-8640,79.6327869978,26.6819854346
fcbk,BKI-8641,83.1260244292,26.8432841001
zigzag,BKI-8642,83.0392863999,25.4404058966
fcbk,BKI-8643,83.265160848,25.5379972477
fcbk,BKI-8644,79.5242283631,26.4549101793
fcbk,BKI-8645,82.9340741124,26.9336517944
fcbk,BKI-8646,82.9282986055,26.9130557265
fcbk,BKI-8647,83.0620234487,26.8186891023
fcbk,BKI-8648,79.7278361106,26.5735633255
fcbk,BKI-8649,79.5582668822,26.4180703995
fcbk,BKI-8650,79.3760865599,26.598207045
fcbk,BKI-8651,79.5269535083,26.4517032372
fcbk,BKI-8652,79.5657443743,26.6885146533
fcbk,BKI-8653,79.3003242504,26.6353459093
zigzag,BKI-8654,83.0589854067,26.9500225067
fcbk,BKI-8655,83.1857784719,26.8234952172
fcbk,BKI-8656,77.8366848219,28.6020019416
fcbk,BKI-8657,77.8627166643,28.4295810714
fcbk,BKI-8658,77.7090433735,28.6863841141
fcbk,BKI-8659,83.1490680121,26.8045603432
fcbk,BKI-8660,83.1391356947,27.1625214621
fcbk,BKI-8661,79.53935657,26.4407495339
fcbk,BKI-8662,79.537300134,26.4072697659
zigzag,BKI-8663,76.5651515715,29.5014934403
fcbk,BKI-8664,83.5454979388,26.0775921881
fcbk,BKI-8665,83.6295906875,26.1417815948
fcbk,BKI-8666,83.0965086741,26.7933363284
fcbk,BKI-8667,82.9306917738,27.0549951462
zigzag,BKI-8668,82.9319752347,26.9259706018
zigzag,BKI-8669,82.9068059405,25.339802053
fcbk,BKI-8670,83.1127221642,26.5336846758
fcbk,BKI-8671,83.2798155459,26.4763239699
fcbk,BKI-8672,76.4423804569,29.3316578176
fcbk,BKI-8674,83.2733028727,27.0642391858
fcbk,BKI-8675,82.9366271731,27.157075107
fcbk,BKI-8683,83.1885843221,27.1573179065
fcbk,BKI-8684,83.0238549182,27.0486164106
fcbk,BKI-8685,83.0904350778,27.0890933171
fcbk,BKI-8686,83.1336085349,26.8345174235
zigzag,BKI-8687,82.9179187599,25.290696628
fcbk,BKI-8688,83.2881265859,26.8806480062
fcbk,BKI-8690,82.9061473286,26.9547228213
fcbk,BKI-8694,83.1361714932,25.6386163045
fcbk,BKI-8695,83.1606126105,25.721310235
fcbk,BKI-8696,82.8985087467,25.8734019586
fcbk,BKI-8697,83.3342875927,26.1035564245
zigzag,BKI-8698,83.6957090506,26.3624316834
zigzag,BKI-8699,82.9311278049,25.6408942734
fcbk,BKI-8700,83.276073944,25.8844873059
fcbk,BKI-8701,83.2242462687,27.0211876626
fcbk,BKI-8702,82.9704901985,26.9521469377
fcbk,BKI-8703,82.91452485,26.9187934481
fcbk,BKI-8704,83.0937877338,27.0202556019
fcbk,BKI-8705,83.245773431,26.5789762877
zigzag,BKI-8706,83.1611848395,26.8490829442
fcbk,BKI-8707,83.0271269687,26.8304845572
zigzag,BKI-8708,83.072592974,26.9410595943
zigzag,BKI-8709,83.2490338484,26.9101881619
fcbk,BKI-8710,83.549001982,26.0786598809
fcbk,BKI-8711,83.520763897,26.1437521654
zigzag,BKI-8712,83.5252785188,26.1443543183
fcbk,BKI-8713,83.6660106544,26.1802831676
fcbk,BKI-8714,83.0324858115,26.8407134906
fcbk,BKI-8715,83.1317505042,26.8032942809
zigzag,BKI-8716,83.2958930979,26.6749236391
fcbk,BKI-8717,83.3004143762,26.3953395387
fcbk,BKI-8718,83.0837507299,26.7333295688
fcbk,BKI-8719,83.162776723,26.7038996666
fcbk,BKI-8720,83.1560562928,26.422253405
fcbk,BKI-8721,83.2471138583,26.6175339192
fcbk,BKI-8722,82.9453726329,26.6965250501
zigzag,BKI-8723,83.2932309299,26.5648806066
fcbk,BKI-8724,82.9597853149,25.6403969479
fcbk,BKI-8725,83.1465196572,25.7383258848
zigzag,BKI-8726,83.5091926054,26.1879582152
fcbk,BKI-8727,83.6654062847,26.1810738009
fcbk,BKI-8728,82.9925724657,27.0915991923
fcbk,BKI-8729,83.4682844237,26.2919760501
fcbk,BKI-8730,83.3646921969,26.0084766775
fcbk,BKI-8731,83.4216462701,26.0061430647
fcbk,BKI-8732,83.5264031455,26.0149707447
zigzag,BKI-8733,83.0486511407,25.5318385306
zigzag,BKI-8734,83.0542341142,25.3745496609
fcbk,BKI-8735,83.2622166252,26.7054176574
fcbk,BKI-8736,83.1630445697,26.5655625909
fcbk,BKI-8737,83.0451298056,26.6920793204
fcbk,BKI-8738,83.1804432534,26.4150623705
fcbk,BKI-8739,83.0278776707,26.6961815712
fcbk,BKI-8740,82.9957461719,26.4627015644
fcbk,BKI-8741,83.4603453495,26.0751059938
fcbk,BKI-8742,83.6956112877,26.125861337
fcbk,BKI-8743,83.4562351414,26.155411195
zigzag,BKI-8744,83.2099933455,26.8014097232
zigzag,BKI-8745,82.9420414546,27.1461940265
fcbk,BKI-8746,82.8762317828,25.1911044761
fcbk,BKI-8747,83.1725167645,26.6754346805
fcbk,BKI-8748,83.2627537092,25.7120549743
fcbk,BKI-8749,83.1094691581,25.7513373931
zigzag,BKI-8750,83.108049434,25.7915907369
fcbk,BKI-8751,83.4390952551,26.169243223
fcbk,BKI-8752,83.0790272256,26.4783918711
fcbk,BKI-8753,83.2335350402,26.7221918571
fcbk,BKI-8754,82.9915896259,26.786991453
fcbk,BKI-8755,83.2553554384,25.9392339514
fcbk,BKI-8756,82.879925199,25.8713353355
fcbk,BKI-8757,83.2288072212,25.7206299221
zigzag,BKI-8758,82.9929178651,25.6132203484
fcbk,BKI-8759,82.9970727569,25.8979628465
zigzag,BKI-8760,82.8838379327,25.5989576009
fcbk,BKI-8761,83.2789262227,25.95633959
fcbk,BKI-8762,83.0306831385,25.988032852
fcbk,BKI-8763,82.8869978741,25.6377041674
fcbk,BKI-8764,86.1770802262,25.8972160054
zigzag,BKI-8765,86.2303190111,25.5968965918
zigzag,BKI-8766,86.4591740901,25.9002915668
fcbk,BKI-8767,83.426509194,26.0151662519
fcbk,BKI-8768,83.5993949866,26.1853917933
fcbk,BKI-8769,83.4113288525,26.068442782
fcbk,BKI-8770,83.7668395163,26.0491332004
zigzag,BKI-8772,86.0863316257,25.9217460051
zigzag,BKI-8773,86.0371536854,25.8928007515
fcbk,BKI-8775,86.2544814667,25.7934442489
zigzag,BKI-8776,86.1448019457,25.7319116484
fcbk,BKI-8777,83.4079059813,26.0647788171
fcbk,BKI-8778,83.5175096745,26.0224788635
fcbk,BKI-8779,83.1911487219,26.485517574
fcbk,BKI-8780,83.5331869392,26.2242835636
fcbk,BKI-8781,82.9934171441,26.5787060714
fcbk,BKI-8782,82.9143951411,26.6707881044
fcbk,BKI-8783,86.3016184077,25.8961692454
zigzag,BKI-8784,86.0276087923,25.7865920644
fcbk,BKI-8785,86.1970851874,25.9825401537
zigzag,BKI-8786,86.1484276365,25.8850638327
zigzag,BKI-8787,86.1518132127,25.8921775082
fcbk,BKI-8788,86.4063803004,25.9102059871
fcbk,BKI-8789,86.2038826144,25.6520291358
zigzag,BKI-8790,86.2588919997,25.6408400089
fcbk,BKI-8792,83.4086511877,26.0666987002
zigzag,BKI-8793,86.101468729,25.8064745504
zigzag,BKI-8794,86.2549365332,25.753116909
zigzag,BKI-8795,86.2713253352,25.9642821092
zigzag,BKI-8796,86.0651619946,25.6718111725
fcbk,BKI-8797,83.587078507,25.9950928626
fcbk,BKI-8798,83.3979556851,26.1551272264
fcbk,BKI-8799,83.6336097639,26.0568537811
zigzag,BKI-8800,86.3507279254,25.7412637249
fcbk,BKI-8801,83.6170575485,26.1863696549
fcbk,BKI-8802,83.68261029,26.1320705642
fcbk,BKI-8803,86.2151609033,25.9008015425
fcbk,BKI-8804,83.3537632074,25.7199425366
fcbk,BKI-8805,83.5141315002,25.8761578426
fcbk,BKI-8806,83.5648859757,25.8662345847
fcbk,BKI-8807,86.1879664333,25.7030696562
fcbk,BKI-8808,86.0974419843,25.5952575675
zigzag,BKI-8809,86.3363305956,25.6411732518
fcbk,BKI-8810,86.3734060042,25.681925476
fcbk,BKI-8812,83.7143905012,25.8490776636
fcbk,BKI-8813,83.5875280375,25.6655514974
fcbk,BKI-8814,83.7492352657,25.6409665422
fcbk,BKI-8815,83.7343041622,25.8067915244
fcbk,BKI-8816,83.7363911622,25.9629542771
fcbk,BKI-8817,83.2339990436,26.6696281671
fcbk,BKI-8818,82.9632752481,26.4300615385
fcbk,BKI-8819,83.2031851947,26.4625646966
fcbk,BKI-8820,83.0265376152,25.4456492601
fcbk,BKI-8821,83.0083956479,25.1838102627
zigzag,BKI-8822,82.9114294601,25.3392800755
fcbk,BKI-8823,83.1870701682,26.5918024201
fcbk,BKI-8824,83.2606551376,26.7196111855
fcbk,BKI-8825,83.2158854143,26.6805128482
fcbk,BKI-8826,73.5010792099,29.587561349
fcbk,BKI-8827,77.8339199736,28.6068569524
zigzag,BKI-8828,83.4978875353,25.6370561434
fcbk,BKI-8829,83.7565291092,25.6689141198
fcbk,BKI-8830,83.4521211534,25.9252698086
fcbk,BKI-8831,83.4621948393,25.9712048383
fcbk,BKI-8832,83.3894955085,25.9013687664
fcbk,BKI-8833,83.457164811,25.9275809856
fcbk,BKI-8834,83.6380009314,25.6892316136
fcbk,BKI-8835,73.8767677372,29.6548272579
fcbk,BKI-8836,73.8746609492,29.7399200963
zigzag,BKI-8837,83.2703002561,25.5405659437
fcbk,BKI-8838,83.1215431658,25.5095594813
zigzag,BKI-8839,87.9850175354,22.2127774762
fcbk,BKI-8840,83.0869337804,26.7496605507
zigzag,BKI-8841,83.2466717615,26.4060262831
fcbk,BKI-8842,83.1338257518,26.6064547705
fcbk,BKI-8843,83.0061102772,26.5347613063
zigzag,BKI-8844,83.6380075774,25.6248205226
fcbk,BKI-8845,83.4586325225,25.9130888104
fcbk,BKI-8846,83.4862516009,25.6501816357
zigzag,BKI-8847,83.6493697682,25.9280499043
fcbk,BKI-8848,73.637770439,29.6801786405
fcbk,BKI-8849,73.638174525,29.6825626854
fcbk,BKI-8850,73.8766052679,29.7974217832
fcbk,BKI-8851,73.8791724333,29.6433451698
zigzag,BKI-8852,82.8849624775,25.1998683801
fcbk,BKI-8853,73.8743723493,29.8417236397
fcbk,BKI-8854,73.8695981513,29.5814153794
fcbk,BKI-8855,83.0968489769,25.4172682141
fcbk,BKI-8856,82.9756214829,26.4367839817
fcbk,BKI-8857,83.3001066782,26.6771799314
zigzag,BKI-8858,83.1257579916,26.7379046488
fcbk,BKI-8859,82.9158623421,26.4523289765
zigzag,BKI-8860,83.1076979036,25.3061542168
fcbk,BKI-8861,83.0390828455,25.4526210997
fcbk,BKI-8862,83.0381780787,25.4489507662
fcbk,BKI-8863,83.3132125115,25.2050708757
fcbk,BKI-8864,83.0052513619,25.1813919092
fcbk,BKI-8865,83.1767526179,25.4374487566
fcbk,BKI-8866,83.0365242499,25.203528999
zigzag,BKI-8867,83.0191475409,25.4581150087
fcbk,BKI-8868,83.2284494966,25.2782283849
zigzag,BKI-8869,83.0127434446,25.1868931586
fcbk,BKI-8870,83.2068492655,26.4791115993
fcbk,BKI-8871,83.2174992713,26.6467221933
zigzag,BKI-8872,83.2611324554,26.7332947692
zigzag,BKI-8873,83.2945554581,26.5710559094
fcbk,BKI-8874,82.9632164565,26.4294680573
fcbk,BKI-8875,82.8815703083,26.7709854288
fcbk,BKI-8876,73.9007684086,33.0088370464
zigzag,BKI-8877,82.9185878559,25.2744744192
fcbk,BKI-8878,74.2354041653,32.866937195
fcbk,BKI-8879,82.9287352577,26.5771245201
fcbk,BKI-8880,83.1775982007,26.4194496585
fcbk,BKI-8881,83.1532729242,26.6083316233
zigzag,BKI-8882,83.1231355137,26.683531799
fcbk,BKI-8883,83.2431523904,26.7376809026
fcbk,BKI-8884,83.1288737331,26.7193010925
fcbk,BKI-8885,83.2751043297,26.7073641136
fcbk,BKI-8886,83.2829036923,26.5754852814
fcbk,BKI-8887,82.9799375557,26.6633861466
fcbk,BKI-8888,82.9448236816,26.5772986393
fcbk,BKI-8889,82.9789888179,26.467583208
fcbk,BKI-8890,82.9691133143,26.4360481141
fcbk,BKI-8891,83.1610810687,26.4494861466
fcbk,BKI-8892,83.6024047944,25.6777286491
fcbk,BKI-8893,83.6004923371,25.6358087928
fcbk,BKI-8894,83.5580897874,25.8788869426
fcbk,BKI-8895,83.6012930149,25.6357137104
fcbk,BKI-8896,83.1201385234,25.3162669909
fcbk,BKI-8897,74.0600491745,32.9526543749
zigzag,BKI-8898,83.2460140649,25.2867785207
zigzag,BKI-8899,83.0258490139,25.4765506483
fcbk,BKI-8900,83.0402536699,25.2078686367
fcbk,BKI-8901,74.1025044645,32.9104506961
fcbk,BKI-8902,83.3153267574,25.3785209355
fcbk,BKI-8903,74.2915895757,32.8409368841
fcbk,BKI-8904,74.0177961399,32.9326958723
fcbk,BKI-8905,74.0750517856,32.8938787884
fcbk,BKI-8906,74.1987354521,32.8208545375
fcbk,BKI-8907,74.0749851417,32.8932603938
fcbk,BKI-8908,73.1625327163,29.008307405
zigzag,BKI-8910,81.1785171497,26.1612904906
fcbk,BKI-8911,81.3437112899,26.0619969784
fcbk,BKI-8912,83.2404388319,25.4151446411
fcbk,BKI-8915,76.4523485338,28.7881530933
fcbk,BKI-8916,76.4212708603,29.1012956124
fcbk,BKI-8917,76.340273195,29.036085753
zigzag,BKI-8918,88.2255212003,22.0924441246
fcbk,BKI-8919,81.0975513425,26.2683772424
zigzag,BKI-8921,88.2267556663,22.0911470848
zigzag,BKI-8922,87.8294941302,22.1612529405
fcbk,BKI-8923,87.897143462,22.1211263818
zigzag,BKI-8924,88.2272730144,22.0886100683
fcbk,BKI-8925,82.2316420201,25.4105455325
fcbk,BKI-8926,82.2356038519,25.2565630889
fcbk,BKI-8927,82.2334368334,25.4206093576
fcbk,BKI-8928,82.2327336506,25.2641264132
fcbk,BKI-8929,82.3974996013,25.3415420337
fcbk,BKI-8930,82.2943039197,25.2901193623
fcbk,BKI-8931,83.5857582921,25.6179273825
fcbk,BKI-8932,88.4240639733,22.2327029486
fcbk,BKI-8933,81.3591930601,26.0619531477
fcbk,BKI-8935,87.9269512957,22.1200097592
fcbk,BKI-8936,81.4217214042,26.1305844831
fcbk,BKI-8937,81.0984261283,26.2971259735
fcbk,BKI-8938,81.3202436465,26.2358452319
fcbk,BKI-8939,81.2306995574,26.1686872223
fcbk,BKI-8940,81.3792210598,26.1688786249
fcbk,BKI-8941,81.2706920068,26.3395682559
fcbk,BKI-8942,81.396170664,26.1346749729
fcbk,BKI-8943,81.2592341012,26.3843766674
zigzag,BKI-8944,81.5159184307,26.2503391599
fcbk,BKI-8945,81.0961249331,26.1664730321
fcbk,BKI-8946,82.791137089,26.9725873325
fcbk,BKI-8947,82.4326160301,27.0514158308
zigzag,BKI-8948,82.8597042058,27.1134852456
fcbk,BKI-8949,82.7012167021,26.8606709933
fcbk,BKI-8950,83.40607166,25.6309235717
zigzag,BKI-8951,82.7897040758,26.8209304174
fcbk,BKI-8952,83.5113135385,25.8518170927
fcbk,BKI-8953,83.5160846842,25.6628560413
zigzag,BKI-8954,83.6336427537,25.9504797339
fcbk,BKI-8955,83.6131139831,25.7008485383
fcbk,BKI-8956,83.6524482177,25.8017030169
fcbk,BKI-8957,83.761138709,25.7935108143
fcbk,BKI-8958,83.5757789094,25.8133388616
fcbk,BKI-8959,83.3650909381,25.9227591649
fcbk,BKI-8960,83.6695780623,25.6574605451
fcbk,BKI-8961,83.6152308467,25.9043066195
fcbk,BKI-8962,83.6563448404,25.7214237361
fcbk,BKI-8964,82.6477911032,27.0218760137
zigzag,BKI-8965,82.7462724313,27.0854991312
fcbk,BKI-8966,82.4339359145,27.073241311
fcbk,BKI-8967,81.4668686203,26.1987553549
fcbk,BKI-8968,82.6331648549,26.8612038015
fcbk,BKI-8969,81.0938231797,26.3683718954
fcbk,BKI-8970,81.1726754672,26.3337119082
fcbk,BKI-8971,81.5263696622,26.2324409251
fcbk,BKI-8972,81.4606143008,26.1535481213
fcbk,BKI-8973,81.3864574074,26.3155651687
fcbk,BKI-8974,81.4894126384,26.0193464468
fcbk,BKI-8975,83.3325256211,25.8225863052
fcbk,BKI-8976,83.6162732057,25.9049041043
fcbk,BKI-8977,83.6211913543,25.7653481765
fcbk,BKI-8978,83.4697740759,25.6625364956
fcbk,BKI-8979,83.4308236906,25.7686431925
zigzag,BKI-8980,83.7273465545,25.7864812382
fcbk,BKI-8981,83.6116726299,25.6087676679
fcbk,BKI-8982,83.7596197601,25.6326618479
fcbk,BKI-8983,81.2016757235,26.1507300985
fcbk,BKI-8984,83.6183217699,25.8686935238
fcbk,BKI-8985,81.0957262321,26.1387588058
fcbk,BKI-8986,81.2473767625,26.0724064141
fcbk,BKI-8987,81.2023409885,26.1555585885
fcbk,BKI-8988,81.3785547103,26.1907537168
fcbk,BKI-8989,83.5860628909,25.6530046595
zigzag,BKI-8990,83.5864609404,25.6760660759
fcbk,BKI-8991,83.5044076812,25.94288766
fcbk,BKI-8992,81.3209769171,26.0428328719
zigzag,BKI-8993,81.2352460205,26.1450161888
fcbk,BKI-8994,83.5956968124,25.8867485393
fcbk,BKI-8995,83.5151575265,25.9549151431
fcbk,BKI-8996,81.3463473895,26.2575330373
fcbk,BKI-8997,81.1434679305,26.0927579048
fcbk,BKI-8998,83.7041014219,25.8810778854
fcbk,BKI-8999,83.3622671054,25.9161844808
fcbk,BKI-9000,85.8851791379,25.656302896
fcbk,BKI-9001,85.626238892,25.6632083132
fcbk,BKI-9002,81.2110203703,26.0751082731
fcbk,BKI-9004,81.2170890657,26.7148069198
fcbk,BKI-9005,82.7218986864,26.8159956366
fcbk,BKI-9006,85.9792486442,25.6008477674
fcbk,BKI-9007,85.8758783886,25.871584985
fcbk,BKI-9008,85.8947723869,25.6832097224
zigzag,BKI-9009,82.5580045863,26.9922222832
fcbk,BKI-9010,82.6747780259,26.9705950891
fcbk,BKI-9011,82.5324289827,27.0130655378
fcbk,BKI-9012,82.7126286499,27.0303171437
zigzag,BKI-9013,83.7497167592,25.6248849922
fcbk,BKI-9014,82.8630067678,26.9556723884
fcbk,BKI-9015,83.4518570586,25.8215873446
fcbk,BKI-9016,83.6113975229,25.967589496
fcbk,BKI-9017,83.368578792,25.9210501522
zigzag,BKI-9018,83.4384140643,25.894180983
fcbk,BKI-9019,81.3811948497,26.202110994
zigzag,BKI-9020,81.4360188421,26.0342368534
fcbk,BKI-9021,81.4857175221,26.0195064814
fcbk,BKI-9022,85.8012300824,25.6910249066
zigzag,BKI-9023,81.1371422485,26.7383367037
fcbk,BKI-9024,81.2184190561,26.7655867834
fcbk,BKI-9025,83.5830238277,25.7304802198
fcbk,BKI-9026,83.4635678244,25.9693410681
fcbk,BKI-9027,83.6354485886,25.9550085402
fcbk,BKI-9028,83.7487902154,25.9375765328
zigzag,BKI-9029,83.6448700205,25.71281875
fcbk,BKI-9030,83.4687191964,25.6474746542
fcbk,BKI-9031,83.4511506899,25.9515849179
fcbk,BKI-9032,81.4959900878,26.3705025867
fcbk,BKI-9033,83.6772087096,25.7389831553
fcbk,BKI-9034,85.6551379333,25.7868564912
fcbk,BKI-9035,85.7539997451,25.8865587683
fcbk,BKI-9036,83.736043505,25.6222905114
fcbk,BKI-9037,85.750437782,25.6058509493
fcbk,BKI-9038,82.6385680221,27.0471578867
fcbk,BKI-9039,82.8720956218,26.8940469674
fcbk,BKI-9040,82.5384506357,26.8002576669
fcbk,BKI-9041,82.8720567281,26.9274290456
fcbk,BKI-9042,82.4994468024,26.8731477039
fcbk,BKI-9043,82.764660556,26.9774616821
fcbk,BKI-9044,82.5748645065,27.0938867389
fcbk,BKI-9045,82.4832518764,26.9711850266
zigzag,BKI-9046,82.5759775023,27.0050234765
fcbk,BKI-9047,82.4845370647,26.7966962386
fcbk,BKI-9048,82.696969111,26.953188461
fcbk,BKI-9049,81.1323164496,26.2317066639
fcbk,BKI-9050,81.3178187675,26.2335680124
fcbk,BKI-9051,83.5636885656,25.7828705889
fcbk,BKI-9052,81.3297461346,26.231585249
fcbk,BKI-9053,83.3511706292,25.9125706591
fcbk,BKI-9054,81.1474584602,26.3369691243
fcbk,BKI-9055,83.3393221978,25.7115292319
fcbk,BKI-9056,83.7385943419,25.931141732
zigzag,BKI-9057,85.957116475,25.9145095685
fcbk,BKI-9058,83.4567023588,25.9333697684
fcbk,BKI-9059,82.6169965157,26.9184146989
fcbk,BKI-9060,85.8489594014,25.9566196876
fcbk,BKI-9061,85.9123686048,25.6484570264
fcbk,BKI-9062,85.7999741218,25.695072287
fcbk,BKI-9063,85.6512923325,25.6691787845
zigzag,BKI-9064,85.8559265533,25.818869278
fcbk,BKI-9065,85.7507430831,25.7043953009
fcbk,BKI-9066,85.8419616817,25.8771090928
fcbk,BKI-9067,85.6781452288,25.8179234587
zigzag,BKI-9068,85.8002737866,25.6988146165
fcbk,BKI-9069,85.7074559077,25.6917524507
fcbk,BKI-9070,81.3501423668,26.2044855191
fcbk,BKI-9071,81.4156526106,26.0541416695
fcbk,BKI-9072,81.4746526935,25.9874863607
zigzag,BKI-9073,81.332156551,26.1481350503
zigzag,BKI-9074,87.8407069819,21.8014008917
fcbk,BKI-9075,81.4687974293,26.2852160391
fcbk,BKI-9076,87.9341601151,21.873555977
fcbk,BKI-9077,82.492647654,26.9574900017
zigzag,BKI-9078,81.2092918817,26.0690876635
fcbk,BKI-9079,81.3033016077,26.2324550517
fcbk,BKI-9080,81.0864085423,26.2201948527
fcbk,BKI-9081,83.5444803018,25.7567295805
fcbk,BKI-9082,83.5933013439,25.6173600163
fcbk,BKI-9083,83.7467591377,25.7099503387
fcbk,BKI-9084,83.7460439278,25.8303609569
fcbk,BKI-9085,82.5183020422,27.1514546453
fcbk,BKI-9086,82.4960961037,26.7991969804
fcbk,BKI-9087,83.5929287557,25.7822803969
zigzag,BKI-9088,83.7021995589,25.8608995281
fcbk,BKI-9089,82.5575795023,26.9789137575
fcbk,BKI-9090,83.5105388122,25.9164140467
fcbk,BKI-9091,81.1891761363,26.109963718
fcbk,BKI-9092,81.1919703318,26.1073808272
fcbk,BKI-9093,81.2672753878,26.1636528032
fcbk,BKI-9094,81.447677502,26.2924025783
zigzag,BKI-9095,81.4711596506,26.2852704572
fcbk,BKI-9096,82.5545229465,27.134633979
fcbk,BKI-9097,82.5456005783,27.0116637694
fcbk,BKI-9098,85.5777651512,25.8234896596
fcbk,BKI-9099,79.8436411683,27.462575616
fcbk,BKI-9100,81.2599135176,26.3934979211
fcbk,BKI-9101,81.1281113645,26.2084739073
zigzag,BKI-9102,81.1772541234,26.1434420896
fcbk,BKI-9104,79.8170711638,27.3230660632
fcbk,BKI-9105,80.1485005418,27.4550099053
fcbk,BKI-9106,79.9690762868,27.2731446127
fcbk,BKI-9107,80.133927582,27.4819742975
fcbk,BKI-9108,80.0202633704,27.3254130373
fcbk,BKI-9109,79.9370940697,27.2744276158
fcbk,BKI-9110,79.8857520856,27.4047815061
fcbk,BKI-9111,79.8334450367,27.5266077716
fcbk,BKI-9112,83.619426964,25.6578669417
fcbk,BKI-9113,79.8200833833,27.3095103469
fcbk,BKI-9114,79.9954743049,27.3654186736
zigzag,BKI-9115,81.1089616267,26.7821729865
fcbk,BKI-9116,82.8368352716,26.9620203491
fcbk,BKI-9117,83.7567734223,25.9400540039
fcbk,BKI-9118,83.6604940926,25.9058352492
fcbk,BKI-9119,81.3507917597,26.263193943
fcbk,BKI-9120,79.8227018859,27.534049768
fcbk,BKI-9121,80.1487018197,27.4684890446
fcbk,BKI-9122,82.4417811952,27.1818724083
fcbk,BKI-9123,79.9694571582,27.5724193298
